Value,Time,Label,TrackID,ID,Embryo.Id,Treatment,TE.ICM,Identity,SpotID,UniqueID,Mitosis,MtUniqueID,X,Y,Z,TimeM,Cell_number,Stage
1.1091,1,Cavity;ICM,1000000000,8,120719_p1,Control,ICM,ICM,120719_p1_8,120719_p11000000000,Parent,120719_p11000000000Parent,71.8181,66.1497,5.8598,0,57,32_64
1.33346,1,Cavity;ICM,1000000001,32,120719_p1,Control,ICM,ICM,120719_p1_32,120719_p11000000001,Parent,120719_p11000000001Parent,65.9376,58.2571,8.36981,0,57,32_64
2.30898,1,TE_Polar,1000000002,56,120719_p1,Control,TE,Polar TE,120719_p1_56,120719_p11000000002,Parent,120719_p11000000002Parent,67.3901,81.6073,1.82713,0,57,32_64
1.14626,1,Deep;ICM,1000000003,80,120719_p1,Control,ICM,ICM,120719_p1_80,120719_p11000000003,Parent,120719_p11000000003Parent,56.5966,84.7958,14.4362,0,57,32_64
0.978499,1,Deep;ICM,1000000004,104,120719_p1,Control,ICM,ICM,120719_p1_104,120719_p11000000004,Parent,120719_p11000000004Parent,55.7663,72.0343,5.74646,0,57,32_64
1.08076,1,TE_Polar,1000000005,128,120719_p1,Control,TE,Polar TE,120719_p1_128,120719_p11000000005,Parent,120719_p11000000005Parent,39.4377,80.1104,17.5502,0,57,32_64
1.57896,1,Deep;ICM,1000000006,152,120719_p1,Control,ICM,ICM,120719_p1_152,120719_p11000000006,Parent,120719_p11000000006Parent,47.4636,74.8146,17.4481,0,57,32_64
1.09999,1,Cavity;ICM,1000000007,176,120719_p1,Control,ICM,ICM,120719_p1_176,120719_p11000000007,Parent,120719_p11000000007Parent,62.1573,49.9544,21.0279,0,57,32_64
1.8423,1,Deep;ICM,1000000008,200,120719_p1,Control,ICM,ICM,120719_p1_200,120719_p11000000008,Parent,120719_p11000000008Parent,51.8917,64.8344,19.0544,0,57,32_64
1.24457,1,TE_Polar,1000000009,218,120719_p1,Control,TE,Polar TE,120719_p1_218,120719_p11000000009,Parent,120719_p11000000009Parent,54.0314,57.7607,11,0,57,32_64
1.37048,1,TE_Polar,1000000010,242,120719_p1,Control,TE,Polar TE,120719_p1_242,120719_p11000000010,Parent,120719_p11000000010Parent,42.482,48.2139,22.5234,0,57,32_64
0.868809,1,Cavity;ICM,1000000011,266,120719_p1,Control,ICM,ICM,120719_p1_266,120719_p11000000011,Parent,120719_p11000000011Parent,48.8474,89.1,32.4097,0,57,32_64
1.46949,1,Deep;ICM,1000000012,290,120719_p1,Control,ICM,ICM,120719_p1_290,120719_p11000000012,Parent,120719_p11000000012Parent,41.0982,77.2741,32.0452,0,57,32_64
0.958748,1,TE_Polar,1000000013,314,120719_p1,Control,TE,Polar TE,120719_p1_314,120719_p11000000013,Parent,120719_p11000000013Parent,38.6074,60.8257,27.7578,0,57,32_64
1.24245,1,Cavity;ICM,1000000014,338,120719_p1,Control,ICM,ICM,120719_p1_338,120719_p11000000014,Parent,120719_p11000000014Parent,55.9222,61.8549,36,0,57,32_64
1.5049,1,Cavity;ICM,1000000015,362,120719_p1,Control,ICM,ICM,120719_p1_362,120719_p11000000015,Parent,120719_p11000000015Parent,56.3198,74.1259,28.2131,0,57,32_64
1.08411,1,TE_Mural,1000000016,410,120719_p1,Control,TE,Mural TE,120719_p1_410,120719_p11000000016,Parent,120719_p11000000016Parent,57.4268,106.63,27.754,0,57,32_64
1.49451,1,TE_Mural,1000000017,458,120719_p1,Control,TE,Mural TE,120719_p1_458,120719_p11000000017,Parent,120719_p11000000017Parent,84.8257,84.1416,1.22528,0,57,32_64
1.14693,1,TE_Mural,1000000018,506,120719_p1,Control,TE,Mural TE,120719_p1_506,120719_p11000000018,Parent,120719_p11000000018Parent,90.4176,49.9544,7.19189,0,57,32_64
0.96278,1,TE_Mural,1000000019,530,120719_p1,Control,TE,Mural TE,120719_p1_530,120719_p11000000019,Parent,120719_p11000000019Parent,77.6106,42.7588,11.3004,0,57,32_64
0.890129,1,TE_Mural,1000000020,554,120719_p1,Control,TE,Mural TE,120719_p1_554,120719_p11000000020,Parent,120719_p11000000020Parent,66.4568,30.0887,33,0,57,32_64
1.2853,1,TE_Polar,1000000021,578,120719_p1,Control,TE,Polar TE,120719_p1_578,120719_p11000000021,Parent,120719_p11000000021Parent,46.6334,97.1676,49.529,0,57,32_64
1.09858,1,TE_Polar,1000000022,602,120719_p1,Control,TE,Polar TE,120719_p1_602,120719_p11000000022,Parent,120719_p11000000022Parent,38.6074,60.0717,43.2569,0,57,32_64
1.48778,1,TE_Polar,1000000023,626,120719_p1,Control,TE,Polar TE,120719_p1_626,120719_p11000000023,Parent,120719_p11000000023Parent,32.7956,72.1098,46.4415,0,57,32_64
0.915096,1,Deep;ICM,1000000024,649,120719_p1,Control,ICM,ICM,120719_p1_649,120719_p11000000024,Parent,120719_p11000000024Parent,49.8872,47.7404,39.916,0,57,32_64
1.21475,1,Deep;ICM,1000000025,673,120719_p1,Control,ICM,ICM,120719_p1_673,120719_p11000000025,Parent,120719_p11000000025Parent,47.1869,52.4907,26.0608,0,57,32_64
1.08331,1,Deep;ICM,1000000026,697,120719_p1,Control,ICM,ICM,120719_p1_697,120719_p11000000026,Parent,120719_p11000000026Parent,45.8031,59.9544,35.1123,0,57,32_64
1.0487,1,Deep;ICM,1000000027,721,120719_p1,Control,ICM,ICM,120719_p1_721,120719_p11000000027,Parent,120719_p11000000027Parent,43.5891,81.5689,42.7947,0,57,32_64
1.20148,1,Cavity;ICM,1000000028,745,120719_p1,Control,ICM,ICM,120719_p1_745,120719_p11000000028,Parent,120719_p11000000028Parent,45.2496,52.6451,54.5554,0,57,32_64
1.02145,1,TE_Polar,1000000029,769,120719_p1,Control,TE,Polar TE,120719_p1_769,120719_p11000000029,Parent,120719_p11000000029Parent,51.3382,41.3555,54.7427,0,57,32_64
0.628663,1,TE_Mural,1000000030,841,120719_p1,Control,TE,Mural TE,120719_p1_841,120719_p11000000030,Parent,120719_p11000000030Parent,114.123,66.6272,7,0,57,32_64
0.671627,1,TE_Mural,1000000031,865,120719_p1,Control,TE,Mural TE,120719_p1_865,120719_p11000000031,Parent,120719_p11000000031Parent,121.08,91.7446,16.9675,0,57,32_64
0.735333,1,TE_Mural,1000000032,889,120719_p1,Control,TE,Mural TE,120719_p1_889,120719_p11000000032,Parent,120719_p11000000032Parent,133.535,90.6224,44.2861,0,57,32_64
0.652924,1,TE_Mural,1000000033,973,120719_p1,Control,TE,Mural TE,120719_p1_973,120719_p11000000033,Parent,120719_p11000000033Parent,131.044,56.6945,33.7801,0,57,32_64
0.61029,1,TE_Mural,1000000034,997,120719_p1,Control,TE,Mural TE,120719_p1_997,120719_p11000000034,Parent,120719_p11000000034Parent,99.1019,28.9343,29,0,57,32_64
1.09856,2,Cavity;ICM,1000000000,1022,120719_p1,Control,ICM,ICM,120719_p1_1022,120719_p11000000000,Parent,120719_p11000000000Parent,70.9879,71.2848,5.38803,5,57,32_64
1.29455,2,Cavity;ICM,1000000001,1023,120719_p1,Control,ICM,ICM,120719_p1_1023,120719_p11000000001,Parent,120719_p11000000001Parent,65.6745,61.5782,9.04192,5,57,32_64
2.34733,2,TE_Polar,1000000002,1024,120719_p1,Control,TE,Polar TE,120719_p1_1024,120719_p11000000002,Parent,120719_p11000000002Parent,67.5114,85.3792,2.38216,5,57,32_64
1.17495,2,Deep;ICM,1000000003,1025,120719_p1,Control,ICM,ICM,120719_p1_1025,120719_p11000000003,Parent,120719_p11000000003Parent,55.7663,87.9832,14.3092,5,57,32_64
1.12033,2,Deep;ICM,1000000004,1026,120719_p1,Control,ICM,ICM,120719_p1_1026,120719_p11000000004,Parent,120719_p11000000004Parent,55.2128,75.2577,6.31456,5,57,32_64
1.01133,2,TE_Polar,1000000005,1027,120719_p1,Control,TE,Polar TE,120719_p1_1027,120719_p11000000005,Parent,120719_p11000000005Parent,38.0539,83.3405,16.3349,5,57,32_64
1.92605,2,Deep;ICM,1000000006,1028,120719_p1,Control,ICM,ICM,120719_p1_1028,120719_p11000000006,Parent,120719_p11000000006Parent,46.9101,79.2074,17.6053,5,57,32_64
1.20664,2,Cavity;ICM,1000000007,1029,120719_p1,Control,ICM,ICM,120719_p1_1029,120719_p11000000007,Parent,120719_p11000000007Parent,60.7187,53.2755,19.7986,5,57,32_64
1.8368,2,ICM,1000000008,1030,120719_p1,Control,ICM,ICM,120719_p1_1030,120719_p11000000008,Parent,120719_p11000000008Parent,50.7847,68.4702,18.3362,5,57,32_64
1.3267,2,TE_Polar,1000000009,1031,120719_p1,Control,TE,Polar TE,120719_p1_1031,120719_p11000000009,Parent,120719_p11000000009Parent,53.829,60.6859,9.99722,5,57,32_64
1.51577,2,TE_Polar,1000000010,1032,120719_p1,Control,TE,Polar TE,120719_p1_1032,120719_p11000000010,Parent,120719_p11000000010Parent,41.6518,52.0512,21.5691,5,57,32_64
0.869318,2,Cavity;ICM,1000000011,1033,120719_p1,Control,ICM,ICM,120719_p1_1033,120719_p11000000011,Parent,120719_p11000000011Parent,48.0171,93.8404,31.5591,5,57,32_64
1.53425,2,Deep;ICM,1000000012,1034,120719_p1,Control,ICM,ICM,120719_p1_1034,120719_p11000000012,Parent,120719_p11000000012Parent,39.9912,81.9335,31.2553,5,57,32_64
1.03505,2,TE_Polar,1000000013,1035,120719_p1,Control,TE,Polar TE,120719_p1_1035,120719_p11000000013,Parent,120719_p11000000013Parent,36.6702,65.2362,27.5044,5,57,32_64
1.28651,2,Cavity;ICM,1000000014,1036,120719_p1,Control,ICM,ICM,120719_p1_1036,120719_p11000000014,Parent,120719_p11000000014Parent,53.5777,65.7295,33.0292,5,57,32_64
1.67921,2,Cavity;ICM,1000000015,1037,120719_p1,Control,ICM,ICM,120719_p1_1037,120719_p11000000015,Parent,120719_p11000000015Parent,55.4896,76.8896,27.6747,5,57,32_64
1.00047,2,TE_Mural,1000000016,1039,120719_p1,Control,TE,Mural TE,120719_p1_1039,120719_p11000000016,Parent,120719_p11000000016Parent,56.3198,110.769,27.5701,5,57,32_64
1.4861,2,TE_Mural,1000000017,1041,120719_p1,Control,TE,Mural TE,120719_p1_1041,120719_p11000000017,Parent,120719_p11000000017Parent,85.6559,88.289,1.21516,5,57,32_64
1.23178,2,TE_Mural,1000000018,1043,120719_p1,Control,TE,Mural TE,120719_p1_1043,120719_p11000000018,Parent,120719_p11000000018Parent,89.975,53.2755,6.93216,5,57,32_64
0.966491,2,TE_Mural,1000000019,1044,120719_p1,Control,TE,Mural TE,120719_p1_1044,120719_p11000000019,Parent,120719_p11000000019Parent,77.3835,46.0799,11.9235,5,57,32_64
0.827333,2,TE_Mural,1000000020,1045,120719_p1,Control,TE,Mural TE,120719_p1_1045,120719_p11000000020,Parent,120719_p11000000020Parent,66.4595,33.2267,33,5,57,32_64
1.30803,2,TE_Polar,1000000021,1046,120719_p1,Control,TE,Polar TE,120719_p1_1046,120719_p11000000021,Parent,120719_p11000000021Parent,45.5263,101.382,49.5252,5,57,32_64
1.16849,2,TE_Polar,1000000022,1047,120719_p1,Control,TE,Polar TE,120719_p1_1047,120719_p11000000022,Parent,120719_p11000000022Parent,36.9469,62.9038,42.5391,5,57,32_64
1.48001,2,TE_Polar,1000000023,1048,120719_p1,Control,TE,Polar TE,120719_p1_1048,120719_p11000000023,Parent,120719_p11000000023Parent,30.8583,75.0999,47.2914,5,57,32_64
1.02626,2,Deep;ICM,1000000024,1049,120719_p1,Control,ICM,ICM,120719_p1_1049,120719_p11000000024,Parent,120719_p11000000024Parent,48.8796,51.0615,39.0595,5,57,32_64
1.23135,2,Deep;ICM,1000000025,1050,120719_p1,Control,ICM,ICM,120719_p1_1050,120719_p11000000025,Parent,120719_p11000000025Parent,46.9101,56.5266,25.5382,5,57,32_64
1.14873,2,Deep;ICM,1000000026,1051,120719_p1,Control,ICM,ICM,120719_p1_1051,120719_p11000000026,Parent,120719_p11000000026Parent,45.5263,63.1262,35.5903,5,57,32_64
0.995161,2,Deep;ICM,1000000027,1052,120719_p1,Control,ICM,ICM,120719_p1_1052,120719_p11000000027,Parent,120719_p11000000027Parent,42.7588,86.0284,43.2106,5,57,32_64
1.18401,2,Cavity;ICM,1000000028,1053,120719_p1,Control,ICM,ICM,120719_p1_1053,120719_p11000000028,Parent,120719_p11000000028Parent,43.5891,56.2331,53.244,5,57,32_64
1.12604,2,TE_Polar,1000000029,1054,120719_p1,Control,TE,Polar TE,120719_p1_1054,120719_p11000000029,Parent,120719_p11000000029Parent,49.9544,44.0726,53.9094,5,57,32_64
0.634954,2,TE_Mural,1000000030,1057,120719_p1,Control,TE,Mural TE,120719_p1_1057,120719_p11000000030,Parent,120719_p11000000030Parent,114.518,70.6791,7,5,57,32_64
0.664727,2,TE_Mural,1000000031,1058,120719_p1,Control,TE,Mural TE,120719_p1_1058,120719_p11000000031,Parent,120719_p11000000031Parent,120.688,94.7889,17.6736,5,57,32_64
0.696081,2,TE_Mural,1000000032,1059,120719_p1,Control,TE,Mural TE,120719_p1_1059,120719_p11000000032,Parent,120719_p11000000032Parent,132.428,93.8665,44.7055,5,57,32_64
0.605298,2,TE_Mural,1000000033,1063,120719_p1,Control,TE,Mural TE,120719_p1_1063,120719_p11000000033,Parent,120719_p11000000033Parent,130.49,60.3701,34.2957,5,57,32_64
0.549051,2,TE_Mural,1000000034,1064,120719_p1,Control,TE,Mural TE,120719_p1_1064,120719_p11000000034,Parent,120719_p11000000034Parent,99.1212,33.0475,27,5,57,32_64
1.22965,3,Cavity;ICM,1000000000,1066,120719_p1,Control,ICM,ICM,120719_p1_1066,120719_p11000000000,Parent,120719_p11000000000Parent,68.7738,75.1465,4.04889,10,57,32_64
1.18236,3,Cavity;ICM,1000000001,1067,120719_p1,Control,ICM,ICM,120719_p1_1067,120719_p11000000001,Parent,120719_p11000000001Parent,63.5577,65.7295,9.21188,10,57,32_64
2.20802,3,TE_Polar,1000000002,1068,120719_p1,Control,TE,Polar TE,120719_p1_1068,120719_p11000000002,Parent,120719_p11000000002Parent,66.239,90.084,2.5663,10,57,32_64
1.16898,3,Deep;ICM,1000000003,1069,120719_p1,Control,ICM,ICM,120719_p1_1069,120719_p11000000003,Parent,120719_p11000000003Parent,53.829,93.0729,14.1852,10,57,32_64
1.00186,3,Deep;ICM,1000000004,1070,120719_p1,Control,ICM,ICM,120719_p1_1070,120719_p11000000004,Parent,120719_p11000000004Parent,54.1058,77.437,4.5314,10,57,32_64
1.0049,3,TE_Polar,1000000005,1071,120719_p1,Control,TE,Polar TE,120719_p1_1071,120719_p11000000005,Parent,120719_p11000000005Parent,36.3934,87.3015,16.1617,10,57,32_64
1.95474,3,Deep;ICM,1000000006,1072,120719_p1,Control,ICM,ICM,120719_p1_1072,120719_p11000000006,Parent,120719_p11000000006Parent,44.9728,82.8364,17.9047,10,57,32_64
1.27034,3,Cavity;ICM,1000000007,1073,120719_p1,Control,ICM,ICM,120719_p1_1073,120719_p11000000007,Parent,120719_p11000000007Parent,59.3378,57.1501,20.0864,10,57,32_64
1.86223,3,ICM,1000000008,1074,120719_p1,Control,ICM,ICM,120719_p1_1074,120719_p11000000008,Parent,120719_p11000000008Parent,50.2312,73.0633,18.2896,10,57,32_64
1.38892,3,TE_Polar,1000000009,1075,120719_p1,Control,TE,Polar TE,120719_p1_1075,120719_p11000000009,Parent,120719_p11000000009Parent,52.1685,64.9421,10.5174,10,57,32_64
1.51433,3,TE_Polar,1000000010,1076,120719_p1,Control,TE,Polar TE,120719_p1_1076,120719_p11000000010,Parent,120719_p11000000010Parent,40.8215,55.4193,22.507,10,57,32_64
0.944165,3,Cavity;ICM,1000000011,1077,120719_p1,Control,ICM,ICM,120719_p1_1077,120719_p11000000011,Parent,120719_p11000000011Parent,46.3566,97.2963,31.7752,10,57,32_64
1.69658,3,Deep;ICM,1000000012,1078,120719_p1,Control,ICM,ICM,120719_p1_1078,120719_p11000000012,Parent,120719_p11000000012Parent,37.7772,85.6207,31.2449,10,57,32_64
1.05779,3,TE_Polar,1000000013,1079,120719_p1,Control,TE,Polar TE,120719_p1_1079,120719_p11000000013,Parent,120719_p11000000013Parent,36.1166,69.1416,26.5238,10,57,32_64
1.31916,3,Cavity;ICM,1000000014,1080,120719_p1,Control,ICM,ICM,120719_p1_1080,120719_p11000000014,Parent,120719_p11000000014Parent,52.3471,69.0506,34.2631,10,57,32_64
1.60293,3,Cavity;ICM,1000000015,1081,120719_p1,Control,ICM,ICM,120719_p1_1081,120719_p11000000015,Parent,120719_p11000000015Parent,52,81.7142,28.6989,10,57,32_64
1.18599,3,TE_Mural,1000000016,1083,120719_p1,Control,TE,Mural TE,120719_p1_1083,120719_p11000000016,Parent,120719_p11000000016Parent,54.6593,114.48,28.1637,10,57,32_64
1.41615,3,TE_Mural,1000000017,1085,120719_p1,Control,TE,Mural TE,120719_p1_1085,120719_p11000000017,Parent,120719_p11000000017Parent,84.3549,94.7889,1.15854,10,57,32_64
1.04459,3,TE_Mural,1000000018,1087,120719_p1,Control,TE,Mural TE,120719_p1_1087,120719_p11000000018,Parent,120719_p11000000018Parent,89.7852,57.7036,6.32095,10,57,32_64
0.928938,3,TE_Mural,1000000019,1088,120719_p1,Control,TE,Mural TE,120719_p1_1088,120719_p11000000019,Parent,120719_p11000000019Parent,76.0351,50.1276,11,10,57,32_64
0.875924,3,TE_Mural,1000000020,1089,120719_p1,Control,TE,Mural TE,120719_p1_1089,120719_p11000000020,Parent,120719_p11000000020Parent,66.3305,37.209,33,10,57,32_64
1.47147,3,TE_Polar,1000000021,1090,120719_p1,Control,TE,Polar TE,120719_p1_1090,120719_p11000000021,Parent,120719_p11000000021Parent,43.6269,104.475,50.0872,10,57,32_64
1.14674,3,TE_Polar,1000000022,1091,120719_p1,Control,TE,Polar TE,120719_p1_1091,120719_p11000000022,Parent,120719_p11000000022Parent,35.8399,66.3707,41.2328,10,57,32_64
1.5223,3,TE_Polar,1000000023,1092,120719_p1,Control,TE,Polar TE,120719_p1_1092,120719_p11000000023,Parent,120719_p11000000023Parent,29.4745,79.0247,46.6337,10,57,32_64
1.15508,3,Deep;ICM,1000000024,1093,120719_p1,Control,ICM,ICM,120719_p1_1093,120719_p11000000024,Parent,120719_p11000000024Parent,47.4747,55.2128,39.8997,10,57,32_64
1.20045,3,Deep;ICM,1000000025,1094,120719_p1,Control,ICM,ICM,120719_p1_1094,120719_p11000000025,Parent,120719_p11000000025Parent,45.5263,61.1345,24.515,10,57,32_64
1.48446,3,Deep;ICM,1000000026,1095,120719_p1,Control,ICM,ICM,120719_p1_1095,120719_p11000000026,Parent,120719_p11000000026Parent,43.6202,67.5833,35,10,57,32_64
1.08818,3,Deep;ICM,1000000027,1096,120719_p1,Control,ICM,ICM,120719_p1_1096,120719_p11000000027,Parent,120719_p11000000027Parent,41.375,88.8375,43.8528,10,57,32_64
1.19737,3,Cavity;ICM,1000000028,1097,120719_p1,Control,ICM,ICM,120719_p1_1097,120719_p11000000028,Parent,120719_p11000000028Parent,42.482,60.3528,52.9537,10,57,32_64
1.09715,3,TE_Polar,1000000029,1098,120719_p1,Control,TE,Polar TE,120719_p1_1098,120719_p11000000029,Parent,120719_p11000000029Parent,49.1242,48.0451,54.5673,10,57,32_64
0.591028,3,TE_Mural,1000000030,1101,120719_p1,Control,TE,Mural TE,120719_p1_1101,120719_p11000000030,Parent,120719_p11000000030Parent,113.921,74.2434,7,10,57,32_64
0.650562,3,TE_Mural,1000000031,1102,120719_p1,Control,TE,Mural TE,120719_p1_1102,120719_p11000000031,Parent,120719_p11000000031Parent,119.508,100.047,16.334,10,57,32_64
0.668404,3,TE_Mural,1000000032,1103,120719_p1,Control,TE,Mural TE,120719_p1_1103,120719_p11000000032,Parent,120719_p11000000032Parent,130.767,100.379,43.7284,10,57,32_64
0.575084,3,TE_Mural,1000000033,1107,120719_p1,Control,TE,Mural TE,120719_p1_1107,120719_p11000000033,Parent,120719_p11000000033Parent,129.66,65.5889,34.6525,10,57,32_64
0.561453,3,TE_Mural,1000000034,1108,120719_p1,Control,TE,Mural TE,120719_p1_1108,120719_p11000000034,Parent,120719_p11000000034Parent,98.5565,36.9469,27.8535,10,57,32_64
1.18038,4,Cavity;ICM,1000000000,1110,120719_p1,Control,ICM,ICM,120719_p1_1110,120719_p11000000000,Parent,120719_p11000000000Parent,67.3901,80.6199,3.86166,15,57,32_64
1.11705,4,Cavity;ICM,1000000001,1111,120719_p1,Control,ICM,ICM,120719_p1_1111,120719_p11000000001,Parent,120719_p11000000001Parent,63.7684,70.4344,8.56198,15,57,32_64
2.47507,4,TE_Polar,1000000002,1112,120719_p1,Control,TE,Polar TE,120719_p1_1112,120719_p11000000002,Parent,120719_p11000000002Parent,65.338,93.6819,1.39999,15,57,32_64
1.07686,4,Deep;ICM,1000000003,1113,120719_p1,Control,ICM,ICM,120719_p1_1113,120719_p11000000003,Parent,120719_p11000000003Parent,53.2755,97.3269,14.9394,15,57,32_64
1.16319,4,Deep;ICM,1000000004,1114,120719_p1,Control,ICM,ICM,120719_p1_1114,120719_p11000000004,Parent,120719_p11000000004Parent,54.3825,81.4614,4.21713,15,57,32_64
1.0964,4,TE_Polar,1000000005,1115,120719_p1,Control,TE,Polar TE,120719_p1_1115,120719_p11000000005,Parent,120719_p11000000005Parent,35.8399,92.836,17.8367,15,57,32_64
1.83247,4,Deep;ICM,1000000006,1116,120719_p1,Control,ICM,ICM,120719_p1_1116,120719_p11000000006,Parent,120719_p11000000006Parent,44.5895,88.4235,18.4812,15,57,32_64
1.13036,4,Cavity;ICM,1000000007,1117,120719_p1,Control,ICM,ICM,120719_p1_1117,120719_p11000000007,Parent,120719_p11000000007Parent,58.8762,61.8549,19.1915,15,57,32_64
1.86666,4,ICM,1000000008,1118,120719_p1,Control,ICM,ICM,120719_p1_1118,120719_p11000000008,Parent,120719_p11000000008Parent,48.8474,78.4588,18.6083,15,57,32_64
1.25198,4,TE_Polar,1000000009,1119,120719_p1,Control,TE,Polar TE,120719_p1_1119,120719_p11000000009,Parent,120719_p11000000009Parent,51.615,70.193,10.5353,15,57,32_64
1.59152,4,TE_Polar,1000000010,1120,120719_p1,Control,TE,Polar TE,120719_p1_1120,120719_p11000000010,Parent,120719_p11000000010Parent,40.5447,59.6709,23.0081,15,57,32_64
0.971454,4,Cavity;ICM,1000000011,1121,120719_p1,Control,ICM,ICM,120719_p1_1121,120719_p11000000011,Parent,120719_p11000000011Parent,45.8031,102.527,32.4865,15,57,32_64
1.33639,4,Deep;ICM,1000000012,1122,120719_p1,Control,ICM,ICM,120719_p1_1122,120719_p11000000012,Parent,120719_p11000000012Parent,37.5004,91.1988,32.3174,15,57,32_64
1.08183,4,TE_Polar,1000000013,1123,120719_p1,Control,TE,Polar TE,120719_p1_1123,120719_p11000000013,Parent,120719_p11000000013Parent,35.8399,74.0512,26.4285,15,57,32_64
1.25143,4,Cavity;ICM,1000000014,1124,120719_p1,Control,ICM,ICM,120719_p1_1124,120719_p11000000014,Parent,120719_p11000000014Parent,52.8577,73.4787,35.5699,15,57,32_64
1.62467,4,Cavity;ICM,1000000015,1125,120719_p1,Control,ICM,ICM,120719_p1_1125,120719_p11000000015,Parent,120719_p11000000015Parent,53,86.1438,27.6603,15,57,32_64
1.13025,4,TE_Mural,1000000016,1127,120719_p1,Control,TE,Mural TE,120719_p1_1127,120719_p11000000016,Parent,120719_p11000000016Parent,54.1058,118.886,27.8287,15,57,32_64
1.40478,4,TE_Mural,1000000017,1129,120719_p1,Control,TE,Mural TE,120719_p1_1129,120719_p11000000017,Parent,120719_p11000000017Parent,83.9973,98.3867,1.2475,15,57,32_64
1.43674,4,TE_Mural,1000000018,1131,120719_p1,Control,TE,Mural TE,120719_p1_1131,120719_p11000000018,Parent,120719_p11000000018Parent,89.1532,61.8549,6.02292,15,57,32_64
0.902636,4,TE_Mural,1000000019,1132,120719_p1,Control,TE,Mural TE,120719_p1_1132,120719_p11000000019,Parent,120719_p11000000019Parent,75.7465,52.6427,11,15,57,32_64
0.898425,4,TE_Mural,1000000020,1133,120719_p1,Control,TE,Mural TE,120719_p1_1133,120719_p11000000020,Parent,120719_p11000000020Parent,65.9819,40.1266,33,15,57,32_64
1.29291,4,TE_Polar,1000000021,1134,120719_p1,Control,TE,Polar TE,120719_p1_1134,120719_p11000000021,Parent,120719_p11000000021Parent,43.7489,109.734,53.3462,15,57,32_64
1.21658,4,TE_Polar,1000000022,1135,120719_p1,Control,TE,Polar TE,120719_p1_1135,120719_p11000000022,Parent,120719_p11000000022Parent,35.8399,72.9813,42.5759,15,57,32_64
1.48551,4,TE_Polar,1000000023,1136,120719_p1,Control,TE,Polar TE,120719_p1_1136,120719_p11000000023,Parent,120719_p11000000023Parent,29.4745,85.1443,47.3133,15,57,32_64
1.12663,4,Deep;ICM,1000000024,1137,120719_p1,Control,ICM,ICM,120719_p1_1137,120719_p11000000024,Parent,120719_p11000000024Parent,46.5435,60.7479,39.6623,15,57,32_64
1.23637,4,Deep;ICM,1000000025,1138,120719_p1,Control,ICM,ICM,120719_p1_1138,120719_p11000000025,Parent,120719_p11000000025Parent,45.2496,66.1752,24.271,15,57,32_64
1.35814,4,Deep;ICM,1000000026,1139,120719_p1,Control,ICM,ICM,120719_p1_1139,120719_p11000000026,Parent,120719_p11000000026Parent,43.1178,73.1042,35,15,57,32_64
1.096,4,Deep;ICM,1000000027,1140,120719_p1,Control,ICM,ICM,120719_p1_1140,120719_p11000000027,Parent,120719_p11000000027Parent,41.375,93.8692,43.2786,15,57,32_64
1.25718,4,Cavity;ICM,1000000028,1141,120719_p1,Control,ICM,ICM,120719_p1_1141,120719_p11000000028,Parent,120719_p11000000028Parent,41.9285,65.6062,53.1123,15,57,32_64
1.25095,4,TE_Polar,1000000029,1142,120719_p1,Control,TE,Polar TE,120719_p1_1142,120719_p11000000029,Parent,120719_p11000000029Parent,48.5707,52.8383,54.9618,15,57,32_64
0.644707,4,TE_Mural,1000000030,1145,120719_p1,Control,TE,Mural TE,120719_p1_1145,120719_p11000000030,Parent,120719_p11000000030Parent,112.176,79.8575,5,15,57,32_64
0.638161,4,TE_Mural,1000000031,1146,120719_p1,Control,TE,Mural TE,120719_p1_1146,120719_p11000000031,Parent,120719_p11000000031Parent,118.92,103.922,15.7662,15,57,32_64
0.622942,4,TE_Mural,1000000032,1147,120719_p1,Control,TE,Mural TE,120719_p1_1147,120719_p11000000032,Parent,120719_p11000000032Parent,131.321,104.055,43.4193,15,57,32_64
0.721577,4,TE_Mural,1000000033,1151,120719_p1,Control,TE,Mural TE,120719_p1_1151,120719_p11000000033,Parent,120719_p11000000033Parent,129.383,70.3445,32.6307,15,57,32_64
0.609998,4,TE_Mural,1000000034,1152,120719_p1,Control,TE,Mural TE,120719_p1_1152,120719_p11000000034,Parent,120719_p11000000034Parent,98.6635,41.2679,27.571,15,57,32_64
1.16378,5,Cavity;ICM,1000000000,1154,120719_p1,Control,ICM,ICM,120719_p1_1154,120719_p11000000000,Parent,120719_p11000000000Parent,65.0068,84.2722,4.45364,20,57,32_64
1.05491,5,Cavity;ICM,1000000001,1155,120719_p1,Control,ICM,ICM,120719_p1_1155,120719_p11000000001,Parent,120719_p11000000001Parent,60.9491,73.2019,8.75897,20,57,32_64
2.56045,5,TE_Polar,1000000002,1156,120719_p1,Control,TE,Polar TE,120719_p1_1156,120719_p11000000002,Parent,120719_p11000000002Parent,62.4527,97.5564,1.8241,20,57,32_64
1.07453,5,Deep;ICM,1000000003,1157,120719_p1,Control,ICM,ICM,120719_p1_1157,120719_p11000000003,Parent,120719_p11000000003Parent,50.2312,100.564,13.5798,20,57,32_64
1.12006,5,Deep;ICM,1000000004,1158,120719_p1,Control,ICM,ICM,120719_p1_1158,120719_p11000000004,Parent,120719_p11000000004Parent,52.1685,83.6407,3.37288,20,57,32_64
